id,customer_id,metric_date,login_count,session_duration,feature_usage_score,engagement_score,active_days,created_at
1aaa5229-1900-482d-a9d2-26a20050c6c1,004f6f42-5acd-4039-aeb7-bc7fee58b535,2026-06-15,10,115.431310029591,29.9277264304817,17.5726941555878,28,2026-06-15T07:14:31.029262
045d334c-d26d-4989-a346-e4fffd03a28c,00739b59-0dad-4a14-a5f9-2c29d06dc2ca,2026-06-15,60,89.86769396608,36.2552546134883,77.7425820599691,8,2026-06-15T07:14:31.029262
e232788f-a132-48bd-8bc6-35ab08d67d24,009d626c-cb9a-44e1-ad0a-12309874f4e7,2026-06-15,88,93.8782357690836,80.5346878183389,45.0082622202376,23,2026-06-15T07:14:31.029262
96cdc7d5-9288-497d-803c-427d2cf1ef92,00a1465b-a8b9-4fc2-b5dc-21faa229c98d,2026-06-15,67,26.2965010988298,86.9510245633898,98.9450334948016,3,2026-06-15T07:14:31.029262
cd40b127-7326-4cb6-ba70-99ac22a022d6,00dcfb89-9986-4348-9089-ac95cb7d07ce,2026-06-15,71,116.967251008201,61.3493574414839,43.0653738344939,2,2026-06-15T07:14:31.029262
8cf60a08-bef7-45c8-a4df-ec303fe966cf,00e950ae-023f-4e42-bfbf-1c7e41cbd867,2026-06-15,80,28.5004845570129,19.542895064664,8.51515268363112,7,2026-06-15T07:14:31.029262
b4444c2b-3dbf-419f-b5a1-049edff7d815,01090744-4276-4f79-8686-100bc9475ec0,2026-06-15,51,75.543477101642,93.6488764548061,93.9102287654827,5,2026-06-15T07:14:31.029262
f1aa2bfb-d75c-49d8-b4ec-5233f3e02909,0116deff-8971-46f8-9540-49d384216808,2026-06-15,34,46.586224309215,86.2652344505986,47.3917590070382,10,2026-06-15T07:14:31.029262
97fecf1b-c0de-4bd2-855a-a95ef8d188f8,011a0d3c-977e-4ecb-9953-b2f6166d7dc5,2026-06-15,17,58.0614756302248,79.244668047122,85.9755083960598,0,2026-06-15T07:14:31.029262
4c5c8e58-2e66-463e-9ea2-0a9bdbf75970,011c763c-e736-4087-a5f2-278cd4852829,2026-06-15,45,83.6482378492163,81.8585607415153,44.9712745797294,22,2026-06-15T07:14:31.029262
5707ae7b-6cca-46b0-b153-fd4fed72e1d0,011ed814-bbdb-4865-9ba4-95c4f5d698af,2026-06-15,75,11.9307635655511,9.47878258288546,9.0037414269345,19,2026-06-15T07:14:31.029262
2dab9b47-ac08-46ff-a06f-90221e8f828e,013d8fbe-e19b-46f5-8694-6daa40c615aa,2026-06-15,16,29.7636191147703,50.5057613709118,30.2045290973513,14,2026-06-15T07:14:31.029262
9413522e-88b4-44f5-ba37-186045f25ca2,013ed1af-c30a-44b9-91b9-9df1f5d3cf78,2026-06-15,45,85.7849951312534,42.898579847898,64.9589528175608,18,2026-06-15T07:14:31.029262
03d53f28-4ac0-4e16-abb8-1e556f205248,0169e077-74a9-4dd4-8249-d0347824d425,2026-06-15,56,85.5177024215277,43.4731197850615,82.7219407199404,14,2026-06-15T07:14:31.029262
bb3564bf-8290-4fd4-9ea5-8db0d4a81e0f,016c979f-ebd6-4c95-88b3-3e4738e5c146,2026-06-15,19,35.2854112301753,3.64848685166088,89.0997434146998,4,2026-06-15T07:14:31.029262
ce0e0585-5c7f-4f4e-ac6b-662820ee86de,01a22e0e-e6af-493c-a977-379288552cd7,2026-06-15,46,100.491493505702,48.6208522472346,60.0432499158445,19,2026-06-15T07:14:31.029262
76cd2cbb-c4f3-4a6a-824a-5e9d3c1554b6,01a36bbc-1267-45eb-9d67-eb3e01d7674c,2026-06-15,25,100.243129521627,35.9896965562392,78.6642327177021,5,2026-06-15T07:14:31.029262
9d248da1-4589-45f4-81d0-b5cd325e5439,01ac7879-7613-4d44-8998-331c212cc476,2026-06-15,66,47.1990558196771,61.053765736054,60.8462409550769,16,2026-06-15T07:14:31.029262
3e7fc4d3-0563-4cf4-a7dd-9dedb86197b9,0230c727-bc32-4a0c-b47c-da6db5231239,2026-06-15,75,73.4469237075192,31.512688603189,83.4166527131288,22,2026-06-15T07:14:31.029262
a37393fa-6921-4141-98ca-5f42da723c32,024852d8-61d8-4e86-a7be-27ec5cacdb76,2026-06-15,68,113.289908804494,77.2059420252817,65.7393321799122,2,2026-06-15T07:14:31.029262
ad6ecf1f-8e6c-43b1-bcb8-48dd56a66939,02530b70-e754-4265-9e7b-f702d024fbc2,2026-06-15,56,63.0739563243534,9.34774727664054,81.3747069818399,4,2026-06-15T07:14:31.029262
40bc4dfb-24a8-46c4-8002-ebd1f49ca65a,026af19b-9fbf-4116-8cfd-0bac4f46808b,2026-06-15,36,101.967297234803,70.2304413606015,97.2248172027547,16,2026-06-15T07:14:31.029262
22b1e2e0-8df1-45c2-974c-89154a121a77,02804d38-661f-4997-a418-c1c326514b29,2026-06-15,65,83.9792469825752,3.12277329264834,98.0141335448344,26,2026-06-15T07:14:31.029262
9ed6f6ff-0c76-4532-8fb3-a15b0e7c1867,0298555c-9f4d-45c7-8f38-e60f84671aae,2026-06-15,71,100.546622460429,39.6947313850565,12.4973571114901,14,2026-06-15T07:14:31.029262
2941fe0e-4796-4fc5-86cf-af41f56bf5d6,02a6adf6-fccd-476d-baa8-79543a8e906e,2026-06-15,22,119.123458544799,30.0615219261621,27.4053933895274,4,2026-06-15T07:14:31.029262
462edbdc-aea1-476c-b2c9-1e41cdde44b1,02b411e7-bf08-41f8-b97c-ab7266134bdf,2026-06-15,35,55.5539498611178,81.0274405317481,21.6992688777378,2,2026-06-15T07:14:31.029262
7e27d6fb-5082-4854-a77d-243c1040c16e,02d77927-e952-46b8-912c-fde641d4b44f,2026-06-15,64,28.4949044195373,12.0735260870998,25.1557266956629,14,2026-06-15T07:14:31.029262
2a7d6a5a-f674-45fd-8c08-8a08ff8a14c2,02ea6664-d086-4e4b-8527-755be87e562d,2026-06-15,80,80.9257019440953,6.0142171713923,9.79085913994815,12,2026-06-15T07:14:31.029262
ae2fbdcf-a77e-4190-97f9-9ea3719ebf40,031efa22-ad09-4d74-8791-cb0bb0d484cb,2026-06-15,80,13.5687068896622,11.1333563789035,15.3709104242295,4,2026-06-15T07:14:31.029262
14d2d08a-5b59-4287-8270-126f8cddd1ca,03397142-5992-4e74-8707-ebc43e29cc1b,2026-06-15,73,68.8133775833244,82.7089669246808,43.0127117144717,7,2026-06-15T07:14:31.029262
70650ef3-cbd5-4453-bb12-41e040a671df,03454a38-16a7-4eba-a8ee-9699d16afad5,2026-06-15,94,83.4377991798509,4.24311196193032,54.8970756506582,17,2026-06-15T07:14:31.029262
074154ee-ed98-406f-ac95-602f17b777a1,0355b37b-6af6-4dfd-bda9-147cf1ca8bbd,2026-06-15,56,54.6623941625442,4.93778861988421,99.3218506240347,29,2026-06-15T07:14:31.029262
8c551a71-5813-4b9b-a5c6-f2e60c492b81,036818c2-f3d9-46bf-8a24-a81ba45a8de8,2026-06-15,1,32.9833456847858,57.2091196267674,80.7576253964565,29,2026-06-15T07:14:31.029262
70e38c36-7f74-4fbd-919b-b2837948db42,03714994-4176-413a-a807-d38d612f7c38,2026-06-15,11,31.1237869405055,86.8408196948526,59.7850887693654,16,2026-06-15T07:14:31.029262
6b16515f-856e-459a-a86a-7419cf4b8f40,0398fb57-9dba-43af-9b83-14b87fc8f666,2026-06-15,98,90.2333602485123,80.2919369976622,23.8316138729416,24,2026-06-15T07:14:31.029262
907f51d2-d2f9-4244-84f6-3d07ac0cff9a,03b14578-af3a-456e-945f-c0d0215bdb17,2026-06-15,97,28.6151898731604,33.7012614123477,53.4156393120622,26,2026-06-15T07:14:31.029262
7c1c1dee-a9d4-4f6e-886e-562de1149553,03b6b2a8-0017-4914-92c5-167b0456316f,2026-06-15,53,77.8228109154082,72.3607220830031,7.66471480144779,7,2026-06-15T07:14:31.029262
88caa475-a057-4dfd-bc01-26b34736d7ed,03c24ced-dabd-4115-9449-936a10b4a4f5,2026-06-15,39,11.3611062455861,13.4846454720149,61.6990898123585,27,2026-06-15T07:14:31.029262
01b0d95e-d1dc-444f-bbc8-d50bfc710629,043cab05-d224-4556-a13a-9579073d0187,2026-06-15,80,68.8519602752775,97.8461443453369,6.36262423137619,8,2026-06-15T07:14:31.029262
20f6cf30-317c-4a0c-b719-63bdc2a22799,04515406-f8d0-4bad-b7d9-9c9623ff25eb,2026-06-15,44,49.5923494848943,15.1305244977112,26.9191804277908,2,2026-06-15T07:14:31.029262
a9fb6eeb-46f6-46ca-81d3-7aaa5af3a8e1,045765a5-2980-46c0-8a3f-7c1205abe4b2,2026-06-15,16,11.4977054589713,42.9659335701183,3.84206344894313,5,2026-06-15T07:14:31.029262
076d90b4-d458-4499-8cca-1c65135fb980,045b6410-0cac-4676-9db0-f5b6b5d85dc5,2026-06-15,23,30.8289778079777,0.181668026848447,32.0446515518969,9,2026-06-15T07:14:31.029262
057b5f95-4a5b-4371-9d39-262803f786f9,0473a006-1c69-4ae9-b61f-7421a626f15a,2026-06-15,6,25.8322337308183,91.4741449051379,60.0297265050226,24,2026-06-15T07:14:31.029262
b04ddf24-7997-48ff-82fc-8044c0cbb8f5,048a7398-70d1-406a-b69e-e0ea49f7c1e4,2026-06-15,8,72.4443207325834,10.6578422971046,56.0962176804965,0,2026-06-15T07:14:31.029262
f2997271-7a2d-4c93-a35a-2cbc1643d6ba,04e9c8a8-ad83-435c-985b-b1506aed97ff,2026-06-15,75,118.301686980035,32.4432016114578,48.6513257068393,7,2026-06-15T07:14:31.029262
9144eae4-0feb-475b-95e4-8f7019fac7ab,050ba079-5e92-4dd9-8371-e255efb83567,2026-06-15,59,53.6119660837396,7.61726085268302,51.3111343552752,23,2026-06-15T07:14:31.029262
390c7506-0417-4f2e-8d8c-b1a688e72121,05220f81-0541-47bb-9eca-11d7a0ea61d5,2026-06-15,81,117.352983562882,97.4977704737579,64.57574305646,8,2026-06-15T07:14:31.029262
4e85b1e3-635c-435a-9266-a656bab830b7,05411768-4252-4a31-9170-85a16c9bc2ed,2026-06-15,69,103.109775934919,92.4737955259815,81.6457884187066,28,2026-06-15T07:14:31.029262
141dcb39-da27-46ca-b2a0-a96904633481,0566013a-c215-4eb6-b2de-cdcabd92e237,2026-06-15,7,42.9705626289506,49.781442451335,54.5516645265538,15,2026-06-15T07:14:31.029262
89a68660-e57b-4a49-a730-db49641f8eef,059a341b-8ca8-43cf-a6d6-8755c3f4fede,2026-06-15,0,111.373562172137,51.8782573769679,49.7366031734833,10,2026-06-15T07:14:31.029262
f270c418-c15c-44e1-a113-4aa6c554db2f,0629ab1a-c92e-455d-b14e-fcb468e1f867,2026-06-15,42,52.3847488728944,31.7210479619274,54.0071252840153,21,2026-06-15T07:14:31.029262
d91338df-f42f-4de1-9ad2-fe980c40564e,0630bebe-92b2-4a11-bc80-8ea93c1cfe5d,2026-06-15,42,13.2752653040477,15.5720376287324,17.7102047245306,29,2026-06-15T07:14:31.029262
71a586c7-1bf4-46ca-be22-ed20ba7480fb,0674d878-d4c7-4d66-a0e0-b237fa9fbed4,2026-06-15,95,17.9563300609413,24.639113418123,88.7906366950084,15,2026-06-15T07:14:31.029262
7e437862-5620-4333-9c4e-e55777afd9ec,068bcd03-4808-47f3-895b-a67256522058,2026-06-15,37,77.4121859307087,70.7116920363499,52.7006155256887,7,2026-06-15T07:14:31.029262
925dcf28-1302-4680-b888-787966f17d6e,0690de5c-d732-48a8-893d-5b67c60222df,2026-06-15,46,80.2837671550094,48.573323477583,76.1831620074156,8,2026-06-15T07:14:31.029262
ed751911-f5f5-409e-8cb5-be036a6dd5f8,06a31070-c472-472b-ab9a-dff3b511e32a,2026-06-15,35,47.6027556979136,88.0843856231831,61.8103178850679,3,2026-06-15T07:14:31.029262
87112694-a08b-41c1-8793-531b4b296ac5,06c76568-e19d-4f11-8a79-feb1e3a7bed1,2026-06-15,45,105.844885864073,46.1996884674385,9.06614813457769,9,2026-06-15T07:14:31.029262
3c78af74-eca2-4a35-a0af-43c4c13e3163,07237648-cc7f-4cfa-a40d-dfad09e6cd00,2026-06-15,16,51.3134142934953,50.7353699201812,49.8806090961535,6,2026-06-15T07:14:31.029262
40e0be5d-fb1f-47aa-9815-b3c66ddeb3ba,073bc444-4556-4fad-a007-c82ee925b3ea,2026-06-15,62,78.1762524017559,35.4855640356817,78.4831610425675,8,2026-06-15T07:14:31.029262
b9d3360f-7947-482c-851a-0975e5345575,077aeb56-56a2-4751-93bf-276dd1c01cb6,2026-06-15,54,51.429113498526,39.5915510721057,97.0029254428132,28,2026-06-15T07:14:31.029262
7a724f1d-bfbd-44cd-87a4-0ee00a86b78b,0792c001-d013-4e96-8ccd-5f4693449d73,2026-06-15,43,116.879397670091,91.4051510494344,48.7720335489192,23,2026-06-15T07:14:31.029262
dda2c5fe-997a-40ce-8075-adc68e88486c,07e99e11-396a-46fb-bd76-52e755372b96,2026-06-15,46,43.7270773514998,38.784424159757,2.74845975498168,26,2026-06-15T07:14:31.029262
a66d989a-9035-408b-861a-b9c12e5d8ed7,0822f00c-8a82-40dc-83d0-7dfe54ac0d3c,2026-06-15,75,101.113123085701,42.4656753704398,31.63883053845,9,2026-06-15T07:14:31.029262
003762f3-3b7f-4b2a-86c3-2a8b3d181487,0824c358-6eab-4969-b915-e6b54e561971,2026-06-15,8,57.703694078223,41.875035864907,0.566792431294871,0,2026-06-15T07:14:31.029262
28e93b2a-8cd6-4a01-a334-8bd725daf411,0842a9eb-1490-462a-ad2e-d4b33d4de243,2026-06-15,0,15.35474061072,80.4009267309386,60.3791435161889,12,2026-06-15T07:14:31.029262
5abba5c7-9958-4630-84e0-bb720c6e0930,08506e5b-8313-4e0e-8db8-8ef443289472,2026-06-15,54,76.043788205144,51.681669011861,92.2957643747819,11,2026-06-15T07:14:31.029262
2540f258-5c46-4970-9310-02fd2dce78a2,089391ed-de81-46b8-94b3-5c8beacd576d,2026-06-15,89,12.8738631943617,32.3964375369687,30.4625669977668,25,2026-06-15T07:14:31.029262
04c621e8-0af7-45b1-b38f-1221040195b7,08e383b8-f753-4959-b111-4c67da1eb9c8,2026-06-15,24,42.8482693550503,29.6028406728739,68.5012913348082,19,2026-06-15T07:14:31.029262
700abebc-ed14-42bf-9d44-3116aa88843f,08ee7d46-bb4e-44c2-b841-cb18b3cd111a,2026-06-15,2,41.1645778363703,17.1680790702803,90.3134834624985,13,2026-06-15T07:14:31.029262
903d9264-50ef-43ea-bcc4-4dc91b0f2706,08f43f36-251f-4dee-b1cf-5e8b32764c49,2026-06-15,47,86.300481695578,92.6674062851259,36.8519798823863,5,2026-06-15T07:14:31.029262
1d44b040-64a4-4dc7-93c3-a0750b8dce00,0918efc7-2ad8-4ce1-a2b2-0e93392347d2,2026-06-15,46,113.315392431336,90.0068242627456,43.4698592599988,16,2026-06-15T07:14:31.029262
d2228efb-59ad-440f-a934-68d69ed19523,093efe81-2118-4384-8db8-5025ebef89e3,2026-06-15,51,16.911253788929,77.7161513607561,93.3365757722587,4,2026-06-15T07:14:31.029262
8fa65b57-8387-4b63-9b97-0520e56184f5,09483d54-cf7b-4862-9726-50b48118037b,2026-06-15,39,38.7499925654233,43.6942331374027,62.5069073423934,23,2026-06-15T07:14:31.029262
6325b7b6-125f-4c09-9eb9-c562d8f30a2e,09b19b50-9626-464f-9e20-d1bf66c42a74,2026-06-15,51,76.3427972780334,77.0684972391858,2.19792288450205,2,2026-06-15T07:14:31.029262
7323c411-81b3-45a4-963e-1e26a4d741a1,09d55dcd-da2b-424e-b23a-a2b612272ba3,2026-06-15,71,33.5834458102036,63.6146790812431,70.3239410076906,21,2026-06-15T07:14:31.029262
3cee35ed-7134-4391-91af-9c4a6fd59b5d,09ec59be-1615-454b-9a5d-12ceae4bd813,2026-06-15,23,94.2347637779382,59.8309860625913,28.1906375711019,16,2026-06-15T07:14:31.029262
cbd95134-54c6-4bb3-9f49-b7ca9f3530a3,0a024bc9-b5aa-4077-bd48-228bfc2a679d,2026-06-15,50,64.3567663338945,55.8534624812631,78.3548625898356,26,2026-06-15T07:14:31.029262
4fae6c16-c3f9-4206-ba6b-4c7746e689cb,0a05d6ab-1c55-40a5-914b-db2075fb5283,2026-06-15,47,67.5094539131138,97.5155756776028,60.2839728098717,13,2026-06-15T07:14:31.029262
c971f944-617f-4623-8b5c-8c421a2fc290,0a2c4c6c-5ee6-4ce4-bbe7-acd9bae01321,2026-06-15,41,14.5013331879617,73.2675961922666,76.2278833263781,4,2026-06-15T07:14:31.029262
a9f91bc7-3df2-4080-95c6-dd6a512bfb4d,0a44b0b0-f803-40ad-aad9-821d6a1f99b6,2026-06-15,39,25.6389179340553,56.9190200033988,11.9888145924321,25,2026-06-15T07:14:31.029262
c1f30890-d6ac-4969-9d97-767c6d9f4cc8,0a49ac73-f7d8-4616-a043-65918c3bde97,2026-06-15,49,41.1214298058246,72.328069186654,94.7447996705441,25,2026-06-15T07:14:31.029262
e56f6611-83b1-4e1f-b8f5-e6f8f4a239ee,0a4f97e1-2a7e-4a39-9f20-204a0d31bdb8,2026-06-15,67,35.9075081501355,50.3383702312673,7.7512365643611,1,2026-06-15T07:14:31.029262
1ea655f1-8228-43df-a08d-154089858add,0a620d5f-0bc7-49d1-bbad-be26b80597ff,2026-06-15,54,32.5723052063049,53.0472580856113,55.5846380561525,6,2026-06-15T07:14:31.029262
be43f3b1-d646-42d0-9f90-228091125d06,0a69303a-3dd6-478b-857c-ef615cb4cc79,2026-06-15,94,85.2635363892468,11.1110337232625,89.2999631604051,17,2026-06-15T07:14:31.029262
89598f51-50a3-4f0f-a55d-c0d0ff6f5723,0a82ecff-5f4e-4cc2-83f4-e1e232512e03,2026-06-15,93,54.6634727962874,23.3090968727414,31.7639086320352,2,2026-06-15T07:14:31.029262
0a7d8188-b4c4-484f-8dfd-80c354adeedc,0abe0b68-9d94-468f-bd78-9202563c77be,2026-06-15,54,67.8262874902884,21.1873240277456,96.3219149129943,27,2026-06-15T07:14:31.029262
5098cd30-a96d-4a4c-8e69-30124d1e6faa,0ae1bd4d-c0e1-4f2c-8aa6-560b6c4723c8,2026-06-15,79,77.2608460016773,71.0315179568069,2.99962495658581,14,2026-06-15T07:14:31.029262
eb76bdde-6e99-424a-81fb-164f81208992,0b222fc9-9b46-4735-b194-440719fd9edb,2026-06-15,59,60.0789163156895,63.2310798799178,33.6822377482108,29,2026-06-15T07:14:31.029262
88f502d8-d77f-4ae9-856f-d366cc68c105,0b226e2c-e2d8-4671-9589-687f60cf7a10,2026-06-15,34,26.5791426726799,77.4467932179051,22.442964081523,29,2026-06-15T07:14:31.029262
d5d058f9-c784-4487-95cf-6c631c2fafc1,0b4d99d8-66f5-48c4-824f-94ee2c7e02b8,2026-06-15,75,93.149890281956,2.01345842997271,96.3563389765269,8,2026-06-15T07:14:31.029262
e4e27566-5d0a-494a-a711-9912c3c4f55a,0b52060a-dcf4-4dfb-923b-4fead014787c,2026-06-15,24,95.9871078414488,15.281230854598,75.9042559277284,8,2026-06-15T07:14:31.029262
2ede5b66-308a-4abc-8d68-a372b348b6c1,0b86b027-e029-4ed0-aae2-f8bb76179c0b,2026-06-15,77,88.2361451069852,17.3811205229758,82.6319998708973,6,2026-06-15T07:14:31.029262
73be3191-011d-4dd8-91eb-48da6da6aa4b,0baaf730-0585-439f-8b27-ab0eb1e97299,2026-06-15,79,31.3537456607801,79.6229371104628,92.1534730473917,29,2026-06-15T07:14:31.029262
21c88af2-28e0-4a8e-9c0e-04d3da24bb7e,0bbe28b7-767d-4749-82ae-73f8d948898d,2026-06-15,15,70.9454440549529,10.7461612564263,11.0974070282299,20,2026-06-15T07:14:31.029262
85409c3d-2197-4266-8070-638e11c0e02d,0c01f4ff-841e-4ebc-b83b-30112dab5488,2026-06-15,71,71.0861253951448,30.1787855658258,5.38151291289151,20,2026-06-15T07:14:31.029262
9af58206-c7f7-4e1b-b8c0-57da40b1fe24,0c06f5e3-5d72-4d4f-b758-12eebdc2421e,2026-06-15,99,94.1590928321968,33.2485488654501,15.6052688315112,5,2026-06-15T07:14:31.029262
0943979a-59d1-4485-b130-6be32bc93e5c,0c140398-5724-489f-9455-b7d5f2db932e,2026-06-15,6,84.7819276382219,92.4074888247589,58.0077114229142,20,2026-06-15T07:14:31.029262
cb603e47-7313-4f8f-af5d-69b3e7bace46,0c4d387b-6617-4659-b3d1-559b70f42faa,2026-06-15,40,75.7150325247979,75.7263618817683,37.3742723898433,10,2026-06-15T07:14:31.029262
64a753f0-4d9f-4f33-b820-da8299ad136d,0c7748b9-e1ee-4eee-8fc2-873988874dbd,2026-06-15,7,94.2468643244722,13.3432772129213,21.0039361790948,17,2026-06-15T07:14:31.029262
caadbeb6-b698-4a0a-8f57-b98cffebfa85,0cceb2fb-804d-4f1d-85d7-fe202de5b141,2026-06-15,18,80.3993343491635,89.5969013887176,37.4656026267301,17,2026-06-15T07:14:31.029262
2b539298-af12-41e6-90ff-4c03940ef81d,0ccf9fc2-0e44-48da-9619-0b0388ba5565,2026-06-15,3,42.6601611976341,67.9150759129013,33.7998258786027,18,2026-06-15T07:14:31.029262
